Plants And Minerals Are Bound To Predestination. The Faithful Is Only Bound To The Divine Orders.	Plantas e minerais estão ligados à predestinação. Os fiéis só estão vinculados às ordens divinas.	Muhammad Iqbal
As We Express Our Gratitude, We Must Never Forget That The Highest Appreciation Is Not To Utter Words, But To Live By Them.	Ao expressarmos nossa gratidão, nunca devemos esquecer que o maior apreço não é proferir palavras, mas viver de acordo com elas.	John F. Kennedy
Death is the easiest of all things after it, and the hardest of all things before it.	A morte é a mais fácil de todas as coisas depois dela, e a mais difícil de todas as coisas antes dela.	Abu Bakr (R.A)
When In Doubt, Go For The Dick Joke.	Em caso de dúvida, vá para a piada do Dick.	Robin Williams
I Do Not Think Much Of A Man Who Is Not Wiser Today Than He Was Yesterday.	Não penso muito em um homem que não seja mais sábio hoje do que era ontem.	Abraham Lincoln
Don'T Be Distracted By Criticism. Remember ~ The Only Taste Of Success Some People Have Is When They Take A Bite Out Of You.	Não se distraia com críticas. Lembre-se: o único gostinho do sucesso que algumas pessoas têm é quando dão uma mordida em você.	Zig Ziglar
Words are a pretext. It is the inner bond that draws one person to another, not words.	As palavras são um pretexto. É o vínculo interno que atrai uma pessoa para outra, não as palavras.	Rumi
Where There Is No Struggle, There Is No Strength.	Onde não há luta, não há força.	Oprah Winfrey
The Function Of Muscle Is To Pull And Not To Push, Except In The Case Of The Genitals And The Tongue.	A função do músculo é puxar e não empurrar, exceto no caso dos órgãos genitais e da língua.	Leonardo Da Vinci
Through love, all pain will turn to medicine.	Através do amor, toda dor se transformará em remédio.	Rumi
Allah will help him who moves in the way of Allah.	Allah ajudará aquele que se move no caminho de Allah.	Abu Bakr (R.A)
Do Not Be Embarrassed By Your Failures, Learn From Them And Start Again.	Não fique envergonhado por suas falhas, aprenda com elas e comece de novo.	Richard Branson
I know where I'm going and I know the truth, and I don't have to be what you want me to be. I'm free to be what I want.	Eu sei para onde estou indo e sei a verdade, e não preciso ser o que você quer que eu seja. Sou livre para ser o que quiser.	Muhammad Ali
He who prays five times a day is in the protection of God, and he who is protected by God cannot be harmed by anyone.	Quem ora cinco vezes ao dia está sob a proteção de Deus, e quem é protegido por Deus não pode ser prejudicado por ninguém.	Abu Bakr (R.A)
I Find Hope In The Darkest Of Days, And Focus In The Brightest. I Do Not Judge The Universe.	Encontro esperança nos dias mais sombrios e me concentro nos mais claros. Eu não julgo o universo.	Dalai Lama
The wisest among you is he whose sustenance is the fear of Allah.	O mais sábio entre vocês é aquele cujo sustento é o temor de Allah.	Umar ibn Al-Khattāb (R.A)
Because I cannot sleep I make music in the night.	Como não consigo dormir, faço música à noite.	Rumi
Strive Not To Be A Success, But Rather To Be Of Value.	Esforce-se para não ser um sucesso, mas sim para ter valor.	Albert Einstein
If You Tell The Truth, You Don'T Have To Remember Anything.	Se você contar a verdade, não precisará se lembrar de nada.	Mark Twain
Disneyland Will Never Be Completed. It Will Continue To Grow As Long As There Is Imagination Left In The World.	A Disneylândia nunca será concluída. Continuará a crescer enquanto houver imaginação no mundo.	Walt Disney
If You Have Good Thoughts They Will Shine Out Of Your Face Like Sunbeams And You Will Always Look Lovely.	Se você tiver bons pensamentos, eles brilharão em seu rosto como raios de sol e você sempre ficará lindo.	Roald Dahl
If you wish to be a mine of jewels, open the deep ocean within your heart.	Se você deseja ser uma mina de joias, abra o oceano profundo dentro do seu coração.	Rumi
Let me alone, and go in search of someone else.	Deixe-me em paz e vá em busca de outra pessoa.	Ali ibn Abi Talib (R.A)
A True friend is one who sees a fault, gives you advice and who defends you in your absence.	Amigo de verdade é aquele que vê uma falha, te dá conselhos e te defende na sua ausência.	Ali ibn Abi Talib (R.A)
You Can Tell Whether A Man Is Clever By His Answers. You Can Tell Whether A Man Is Wise By His Questions.	Você pode dizer se um homem é inteligente por suas respostas. Você pode dizer se um homem é sábio por meio de suas perguntas.	Naguib Mahfouz
No One Changes The World Who Isn'T Obsessed.	Ninguém muda o mundo se não estiver obcecado.	Billie Jean King
The best deed of a great man is to forgive and forget.	A melhor ação de um grande homem é perdoar e esquecer.	Ali ibn Abi Talib (R.A)
One May Sometimes Tell A Lie, But The Grimace That Accompanies It Tells The Truth.	Às vezes podemos contar uma mentira, mas a careta que a acompanha diz a verdade.	Friedrich Nietzsche
Do not hate what you do not know, for the greater part of knowledge consists of what you do not know.	Não odeie o que você não sabe, pois a maior parte do conhecimento consiste naquilo que você não sabe.	Ali ibn Abi Talib (R.A)
Love Begins At Home, And It Is Not How Much We Do... But How Much Love We Put In That Action.	O amor começa em casa, e não é quanto fazemos... mas quanto amor colocamos nessa ação.	Mother Teresa
My Religion Is Very Simple. My Religion Is Kindness.	Minha religião é muito simples. Minha religião é a bondade.	Dalai Lama
There are forces in life working for you and against you. One must distinguish the beneficial forces from the malevolent ones and choose correctly between them.	Existem forças na vida trabalhando a seu favor e contra você. É preciso distinguir as forças benéficas das malévolas e escolher corretamente entre elas.	Abdul Kalam
Beware Of Little Expenses. A Small Leak Will Sink A Great Ship.	Cuidado com pequenas despesas. Um pequeno vazamento afundará um grande navio.	Benjamin Franklin
All My Life Through, The New Sights Of Nature Made Me Rejoice Like A Child.	Durante toda a minha vida, as novas paisagens da natureza me fizeram alegrar como uma criança.	Marie Curie
He who indulges in falsehood will find the paths of paradise shut to him.	Aquele que se entrega à falsidade encontrará os caminhos do paraíso fechados para ele.	Abu Bakr (R.A)
Man Is Descended From A Hairy, Tailed Quadruped, Probably Arboreal In Its Habits.	O homem descende de um quadrúpede peludo e com cauda, ​​provavelmente arbóreo em seus hábitos.	Charles Darwin
The minute I heard my first love story, I started looking for you.	No minuto em que ouvi minha primeira história de amor, comecei a procurar por você.	Rumi
People of the world don't look at themselves, and so they blame one another.	As pessoas do mundo não olham para si mesmas e por isso culpam umas às outras.	Rumi
The Truth. It Is A Beautiful And Terrible Thing, And Must Therefore Be Treated With Great Caution.	A verdade. É uma coisa linda e terrível e deve, portanto, ser tratada com muito cuidado.	J. K. Rowling
The Object Of The Superior Man Is Truth.	O objetivo do homem superior é a verdade.	Confucius
Live amongst people in such a manner that if you die they weep over you and if you are alive they crave for your company.	Viva entre as pessoas de tal maneira que, se você morrer, elas chorem por você e, se você estiver vivo, anseiam pela sua companhia.	Ali ibn Abi Talib (R.A)
Pride In The Case Of A Rich Man Is Bad, But Pride In The Case Of A Poor Man Is Worse.	O orgulho no caso de um homem rico é ruim, mas o orgulho no caso de um homem pobre é pior.	Abu Bakr
Tell Me And I Forget. Teach Me And I Remember. Involve Me And I Learn.	Diga-me e eu esqueço. Ensine-me e eu me lembrarei. Envolva-me e eu aprendo.	Benjamin Franklin
Why Is It That We Rejoice At A Birth And Grieve At A Funeral? It Is Because We Are Not The Person Involved.	Por que nos alegramos com o nascimento e sofremos com o funeral? É porque não somos a pessoa envolvida.	Mark Twain
If You Have A Particular Faith Or Religion, That Is Good. But You Can Survive Without It.	Se você tem uma fé ou religião específica, isso é bom. Mas você pode sobreviver sem ele.	Dalai Lama
You don't want no pie in the sky when you die, You want something here on the ground while you're still around.	Você não quer nenhuma torta no céu quando morrer. Você quer algo aqui no chão enquanto ainda está por perto.	Muhammad Ali
Don't be satisfied with stories, how things have gone with others. Unfold your own myth.	Não fique satisfeito com histórias, como as coisas aconteceram com os outros. Desdobre seu próprio mito.	Rumi
Purify your eyes, and see the pure world. Your life will fill with radiant forms.	Purifique seus olhos e veja o mundo puro. Sua vida se encherá de formas radiantes.	Rumi
Associating with the wise and the knowledgeable people adds to the prestige of a person.	Associar-se com pessoas sábias e conhecedoras aumenta o prestígio de uma pessoa.	Ali ibn Abi Talib (R.A)
There Is No Darkness But Ignorance.	Não há escuridão, mas ignorância.	William Shakespeare
All Great Achievements Require Time.	Todas as grandes conquistas requerem tempo.	Maya Angelou
One Does Not Leave A Convivial Party Before Closing Time.	Não se sai de uma festa de convívio antes da hora de fechar.	Winston Churchill
You Are Not Only Responsible For What You Say, But Also For What You Do Not Say.	Você não é responsável apenas pelo que diz, mas também pelo que não diz.	Martin Luther
So Go Ahead. Fall Down. The World Looks Different From The Ground.	Então vá em frente. Cair. O mundo parece diferente do solo.	Oprah Winfrey
When We Lose One Blessing, Another Is Often Most Unexpectedly Given In Its Place.	Quando perdemos uma bênção, muitas vezes outra é dada inesperadamente em seu lugar.	C. S. Lewis
Intelligence Is The Wife, Imagination Is The Mistress, Memory Is The Servant.	A inteligência é a esposa, a imaginação é a amante, a memória é a serva.	Victor Hugo
It is a matter of shame that in the morning the birds should be awake earlier than you.	É uma pena que de manhã os pássaros acordem mais cedo do que você.	Abu Bakr (R.A)
What Doesn'T Kill Us Makes Us Stronger.	O que não nos mata nos torna mais fortes.	Friedrich Nietzsche
The weakest man is the one who is able to correct his moral defects, but doesn't take action.	O homem mais fraco é aquele que consegue corrigir seus defeitos morais, mas não age.	Ali ibn Abi Talib (R.A)
I Do Not Need The Idea Of God To Explain The World I Live In.	Não preciso da ideia de Deus para explicar o mundo em que vivo.	Salman Rushdie
The highest person is he who is of most use to humankind.	A pessoa mais elevada é aquela que é mais útil para a humanidade.	Ali ibn Abi Talib (R.A)
Common Sense Is The Collection Of Prejudices Acquired By Age Eighteen.	O bom senso é a coleção de preconceitos adquiridos aos dezoito anos.	Albert Einstein
Do not let your difficulties fill you with anxiety, after all it is only in the darkest nights that stars shine more brightly.	Não deixe que suas dificuldades o encham de ansiedade, afinal só nas noites mais escuras é que as estrelas brilham com mais intensidade.	Ali ibn Abi Talib (R.A)
Preserve the sayings of those people who are indifferent to the world. They say only that what Allah wishes them to say.	Preserve os dizeres daquelas pessoas que são indiferentes ao mundo. Eles dizem apenas o que Allah deseja que digam.	Umar ibn Al-Khattāb (R.A)
I hated every minute of training, but I said, “Don't quit. Suffer now and live the rest of your life as a champion.”	Odiei cada minuto de treino, mas disse: "Não desista. Sofra agora e viva o resto da sua vida como um campeão".	Muhammad Ali
The Only Way To Do News On Television Is Not To Be Terrified Of It.	A única maneira de fazer notícias na televisão é não ter medo delas.	David Brinkley
It Is A Mistake To Look Too Far Ahead. Only One Link Of The Chain Of Destiny Can Be Handled At A Time.	É um erro olhar muito adiante. Apenas um elo da cadeia do destino pode ser tratado por vez.	Winston Churchill
I'll destroy you. I am the master of disaster.	Eu vou destruir você. Eu sou o mestre do desastre.	Muhammad Ali
I fear the day when the Kuffar are proud of their falsehood, and the Muslims are shy of their faith.	Temo o dia em que os Kuffar se orgulhem da sua falsidade e os muçulmanos sejam tímidos quanto à sua fé.	Umar ibn Al-Khattāb (R.A)
It Is From Books That Wise People Derive Consolation In The Troubles Of Life.	É dos livros que as pessoas sábias obtêm consolo nos problemas da vida.	Victor Hugo
Take Things As They Are. Punch When You Have To Punch. Kick When You Have To Kick.	Aceite as coisas como elas são. Dê um soco quando tiver que dar um soco. Chute quando você tiver que chutar.	Bruce Lee
Do not overeat; that invites disease.	Não coma demais; que convida à doença.	Umar ibn Al-Khattāb (R.A)
Denial Ain'T Just A River In Egypt.	A negação não é apenas um rio no Egito.	Mark Twain
Life Well Spent Is Long.	A vida bem aproveitada é longa.	Leonardo Da Vinci
Love is the bridge between you and everything.	O amor é a ponte entre você e tudo.	Rumi
Be patient where you sit in the dark. The dawn is coming.	Seja paciente onde você se senta no escuro. O amanhecer está chegando.	Rumi
Often It Does Seem A Pity That Noah And His Party Did Not Miss The Boat.	Muitas vezes parece uma pena que Noé e seu grupo não tenham perdido o barco.	Mark Twain
A heart filled with love is like a phoenix that no cage can imprison.	Um coração cheio de amor é como uma fênix que nenhuma gaiola pode aprisionar.	Rumi
No boxer in the history of boxing has had Parkinson's. There's no injury in my brain that suggests that the illness came from boxing.	Nenhum boxeador na história do boxe teve Parkinson. Não há nenhuma lesão no meu cérebro que sugira que a doença tenha origem no boxe.	Muhammad Ali
He Who Is Fixed To A Star Does Not Change His Mind.	Aquele que está fixo em uma estrela não muda de idéia.	Leonardo Da Vinci
Imagination Will Often Carry Us To Worlds That Never Were. But Without It We Go Nowhere.	A imaginação muitas vezes nos levará a mundos que nunca existiram. Mas sem isso não vamos a lugar nenhum.	Carl Sagan
Nothing Good Ever Comes Of Violence.	Nada de bom vem da violência.	Martin Luther
If Light Is In Your Heart You Will Find Your Way Home.	Se a luz estiver em seu coração, você encontrará o caminho de casa.	Rumi
To Be A Christian Means To Forgive The Inexcusable Because God Has Forgiven The Inexcusable In You.	Ser cristão significa perdoar o indesculpável porque Deus perdoou o indesculpável em você.	C. S. Lewis
Don't forget your own self while preaching to others.	Não se esqueça de si mesmo enquanto prega aos outros.	Umar ibn Al-Khattāb (R.A)
If That'S There, I Believe That Technology Will Probably Step Up To Their Part Of It.	Se isso estiver aí, acredito que a tecnologia provavelmente avançará para a sua parte.	Neil Armstrong
Creativity is the key to success in the future, and primary education is where teachers can bring creativity in children at that level.	A criatividade é a chave para o sucesso no futuro, e o ensino primário é onde os professores podem trazer criatividade às crianças desse nível.	Abdul Kalam
If they can make penicillin out of moldy bread, then they can sure make something out of you.	Se eles conseguem fazer penicilina com pão mofado, então com certeza podem fazer algo com você.	Muhammad Ali
Thoughts Are The Shadows Of Our Feelings - Always Darker, Emptier And Simpler.	Os pensamentos são as sombras dos nossos sentimentos - sempre mais sombrios, mais vazios e mais simples.	Friedrich Nietzsche
He who does not live in the way of his beliefs starts to believe in the way he lives.	Aquele que não vive de acordo com suas crenças passa a acreditar na maneira como vive.	Umar ibn Al-Khattāb (R.A)
We should not give up and we should not allow the problem to defeat us.	Não devemos desistir e não devemos permitir que o problema nos derrote.	Abdul Kalam
Failure Is Not The Opposite Of Success; It'S Part Of Success.	O fracasso não é o oposto do sucesso; Faz parte do sucesso.	Arianna Huffington
Where there is ruin, there is hope for a treasure.	Onde há ruína, há esperança de um tesouro.	Rumi
Risk Comes From Not Knowing What You'Re Doing.	O risco vem de não saber o que você está fazendo.	Warren Buffett
Do not be too hard, lest you be broken; do not be too soft, lest you be squeezed.	Não seja muito duro, para não se quebrar; não seja muito mole, para não ser espremido.	Ali ibn Abi Talib (R.A)
Champions come and go, but to be legendary you got to have heart, more heart than the next man, more than anyone in the world.	Os campeões vêm e vão, mas para ser lendário é preciso ter coração, mais coração do que qualquer outro homem, mais do que qualquer pessoa no mundo.	Muhammad Ali
It Is Normal To Give Away A Little Of One'S Life In Order Not To Lose It All.	É normal doar um pouco da vida para não perder tudo.	Albert Camus
What is politics? Political system is equal to development politics plus political politics.	O que é política? O sistema político é igual à política de desenvolvimento mais a política política.	Abdul Kalam
I don't count my situps. I only start counting once it starts hurting.	Eu não conto meus abdominais. Só começo a contar quando começa a doer.	Muhammad Ali
How could they say that my religion, Islam was a 'race hate' religion after all the plunder and enslavement and domination of my people by white Christians in the name of white supremacy?	Como poderiam eles dizer que a minha religião, o Islão, era uma religião de “ódio racial” depois de toda a pilhagem, escravização e dominação do meu povo por cristãos brancos em nome da supremacia branca?	Muhammad Ali
To make one good action succeed another, is the perfection of goodness.	Fazer com que uma boa ação suceda a outra é a perfeição da bondade.	Ali ibn Abi Talib (R.A)
Loving one another is half of wisdom.	Amar uns aos outros é metade da sabedoria.	Ali ibn Abi Talib (R.A)
There is no harm in patience, and no profit in lamentation. Death is easier to bear (than) that which precedes it, and more severe than that which comes after it. Remember the death of the Apostle of God, and your sorrow will be lessened.	Não há mal nenhum na paciência e nenhum lucro na lamentação. A morte é mais fácil de suportar (do que) aquela que a precede, e mais severa do que aquela que vem depois dela. Lembre-se da morte do Apóstolo de Deus e sua tristeza diminuirá.	Abu Bakr (R.A)
At Twenty Years Of Age The Will Reigns; At Thirty, The Wit; And At Forty, The Judgment.	Aos vinte anos a vontade reina; Aos trinta, a inteligência; E aos quarenta, o julgamento.	Benjamin Franklin
We can't be brave without fear.	Não podemos ser corajosos sem medo.	Muhammad Ali
Morality Is The Herd-Instinct In The Individual.	A moralidade é o instinto de rebanho do indivíduo.	Friedrich Nietzsche
Truly great people in history never wanted to be great for themselves. All they wanted was the chance to do good for others and be close to God.	Pessoas verdadeiramente grandes na história nunca quiseram ser grandes para si mesmas. Tudo o que queriam era a oportunidade de fazer o bem aos outros e de estar perto de Deus.	Muhammad Ali
The Will To Win, The Desire To Succeed, The Urge To Reach Your Full Potential... These Are The Keys That Will Unlock The Door To Personal Excellence.	A vontade de vencer, o desejo de ter sucesso, o desejo de alcançar todo o seu potencial... Estas são as chaves que abrirão a porta para a excelência pessoal.	Confucius
The Earth is the most powerful and energetic planet.	A Terra é o planeta mais poderoso e energético.	Abdul Kalam
Never explain yourself to anyone, because the one who likes you would not need it, and the one dislikes you wouldn't believe it.	Nunca se explique para ninguém, porque quem gosta de você não precisaria, e quem não gosta não acreditaria.	Ali ibn Abi Talib (R.A)
People Say Satire Is Dead. It'S Not Dead; It'S Alive And Living In The White House.	As pessoas dizem que a sátira está morta. Não está morto; Está vivo e morando na Casa Branca.	Robin Williams
If my mind can conceive it, and my heart can believe it, then I can achieve it.	Se minha mente puder conceber isso e meu coração puder acreditar, então poderei alcançá-lo.	Muhammad Ali
A Question That Sometimes Drives Me Hazy: Am I Or Are The Others Crazy?	Uma pergunta que às vezes me deixa confuso: sou eu ou os outros loucos?	Albert Einstein
He who busies himself with things other than improvement of his own self becomes perplexed in darkness and entangled in ruin. His evil spirits immerse him deep in vices and make his bad actions seem handsome.	Aquele que se ocupa com outras coisas além do aprimoramento de si mesmo fica perplexo nas trevas e enredado na ruína. Seus espíritos malignos o mergulham profundamente em vícios e fazem com que suas más ações pareçam bonitas.	Ali ibn Abi Talib (R.A)
Impossible is nothing.	Nada é impossível.	Muhammad Ali
In the matter of justice, all should be equal in your eyes.	Em matéria de justiça, todos devem ser iguais aos seus olhos.	Abu Bakr (R.A)
A Well-Spent Day Brings Happy Sleep.	Um dia bem passado traz um sono feliz.	Leonardo Da Vinci
Don't engage your heart in grief over the past or you wont be ready for what is coming.	Não envolva seu coração na tristeza pelo passado ou você não estará pronto para o que está por vir.	Ali ibn Abi Talib (R.A)
Two things cause people to be destroyed: fear of poverty and seeking superiority through pride.	Duas coisas causam a destruição das pessoas: o medo da pobreza e a busca da superioridade através do orgulho.	Ali ibn Abi Talib (R.A)
When a man says I cannot, he has made a suggestion to himself. He has weakened his power of accomplishing that which otherwise would have been accomplished.	Quando um homem diz que não posso, ele fez uma sugestão a si mesmo. Ele enfraqueceu seu poder de realizar aquilo que de outra forma teria sido realizado.	Muhammad Ali
Your Most Unhappy Customers Are Your Greatest Source Of Learning.	Seus clientes mais insatisfeitos são sua maior fonte de aprendizado.	Bill Gates
Thinking should become your capital asset, no matter whatever ups and downs you come across in your life.	O pensamento deve se tornar seu bem capital, não importa quais sejam os altos e baixos que você encontre em sua vida.	Abdul Kalam
I'm the best. I just haven't played yet.	Eu sou o melhor. Só não joguei ainda.	Muhammad Ali
Your worst enemy is hiding within yourself, and that enemy is your nafs or false ego.	Seu pior inimigo está escondido dentro de você, e esse inimigo é seu nafs ou falso ego.	Rumi
Do not put off today's work for tomorrow.	Não deixe o trabalho de hoje para amanhã.	Umar ibn Al-Khattāb (R.A)
Things Won Are Done, Joy'S Soul Lies In The Doing.	As coisas conquistadas são feitas, a alma da alegria está em fazer.	William Shakespeare
In Order To Be An Immaculate Member Of A Flock Of Sheep, One Must Above All Be A Sheep Oneself.	Para ser um membro imaculado de um rebanho de ovelhas, é preciso acima de tudo ser uma ovelha.	Albert Einstein
I'Ve Learned That Making A 'Living' Is Not The Same Thing As 'Making A Life'.	Aprendi que ganhar a 'vida' não é a mesma coisa que 'ganhar a vida'.	Maya Angelou
What hurts you, blesses you. Darkness is your candle.	O que te machuca, te abençoa. A escuridão é a sua vela.	Rumi
The one who has no control over his desires has no control over his mind.	Aquele que não tem controle sobre seus desejos não tem controle sobre sua mente.	Ali ibn Abi Talib (R.A)
A moment of patience in a moment of anger prevents a thousand moments of regret.	Um momento de paciência num momento de raiva evita mil momentos de arrependimento.	Ali ibn Abi Talib (R.A)
Man comes from a drop of semen and leaves as a piece of dust. He doesn't know when he came and he doesn't know when he's leaving, yet he walks on the earth thinking he knows everything.	O homem surge de uma gota de sêmen e sai como um pedaço de pó. Ele não sabe quando chegou e não sabe quando vai partir, mas anda pela terra pensando que sabe tudo.	Ali ibn Abi Talib (R.A)
I searched for God and found only myself. I searched for myself and found only God.	Procurei por Deus e encontrei apenas a mim mesmo. Procurei por mim mesmo e encontrei apenas Deus.	Rumi
There Are Two Sides To Every Issue: One Side Is Right And The Other Is Wrong, But The Middle Is Always Evil.	Cada questão tem dois lados: um lado está certo e o outro está errado, mas o meio é sempre mau.	Ayn Rand
Listen with ears of tolerance! See through the eyes of compassion! Speak with the language of love.	Ouça com ouvidos de tolerância! Veja através dos olhos da compaixão! Fale com a linguagem do amor.	Rumi
Dislike in yourself what you dislike in others.	Não goste em você mesmo do que não gosta nos outros.	Ali ibn Abi Talib (R.A)
People Ask The Difference Between A Leader And A Boss. The Leader Leads, And The Boss Drives.	As pessoas perguntam a diferença entre um líder e um chefe. O líder lidera e o chefe impulsiona.	Theodore Roosevelt
The wisest man is he who can account for his actions.	O homem mais sábio é aquele que pode prestar contas de suas ações.	Umar ibn Al-Khattāb (R.A)
I'M Not Even Kind Of A Lesbian.	Eu nem sou lésbica.	Oprah Winfrey
God gave me Parkinson's syndrome to show me I'm not 'The Greatest' - he is.	Deus me deu a síndrome de Parkinson para me mostrar que não sou 'O Maior' - ele é.	Muhammad Ali
Have an earnestness for death and you will have life.	Tenha zelo pela morte e você terá vida.	Abu Bakr (R.A)
He who is not impressed by sound advice, lacks faith.	Aquele que não se impressiona com bons conselhos carece de fé.	Abu Bakr (R.A)
A man's worth depends upon the nobility of his aspirations.	O valor de um homem depende da nobreza de suas aspirações.	Ali ibn Abi Talib (R.A)
Hesitation Increases In Relation To Risk In Equal Proportion To Age.	A hesitação aumenta em relação ao risco em igual proporção com a idade.	Ernest Hemingway
He who trusts the world, the world betrays him.	Quem confia no mundo, o mundo o trai.	Ali ibn Abi Talib (R.A)
Let silence take you to the core of life.	Deixe o silêncio levá-lo ao âmago da vida.	Rumi
Often your utterances and expressions of your face leak out the secrets of your hidden thoughts.	Freqüentemente, suas declarações e expressões faciais revelam os segredos de seus pensamentos ocultos.	Ali ibn Abi Talib (R.A)
You Don'T Have To See The Whole Staircase, Just Take The First Step.	Você não precisa ver a escada inteira, basta dar o primeiro passo.	Martin Luther King  Jr.
There is one way of breathing that is shameful and constricted. Then, there's another way: a breath of love that takes you all the way to infinity.	Existe uma maneira de respirar que é vergonhosa e restrita. Depois, há outro caminho: um sopro de amor que o leva até o infinito.	Rumi
You cannot change your future, but you can change your habits, and surely your habits will change your future.	Você não pode mudar o seu futuro, mas pode mudar os seus hábitos, e certamente os seus hábitos mudarão o seu futuro.	Abdul Kalam
Does Wisdom Perhaps Appear On The Earth As A Raven Which Is Inspired By The Smell Of Carrion?	A sabedoria talvez apareça na terra como um corvo inspirado pelo cheiro de carniça?	Friedrich Nietzsche
Courage Is Resistance To Fear, Mastery Of Fear, Not Absence Of Fear.	Coragem é resistência ao medo, domínio do medo, não ausência de medo.	Mark Twain
This is a subtle truth. Whatever you love, you are.	Esta é uma verdade sutil. Tudo o que você ama, você é.	Rumi
Money Has Never Made Man Happy, Nor Will It, There Is Nothing In Its Nature To Produce Happiness. The More Of It One Has The More One Wants.	O dinheiro nunca fez o homem feliz, nem o fará, não há nada em sua natureza que produza felicidade. Quanto mais se tem, mais se deseja.	Benjamin Franklin
Potentially, A Government Is The Most Dangerous Threat To Man'S Rights: It Holds A Legal Monopoly On The Use Of Physical Force Against Legally Disarmed Victims.	Potencialmente, um governo é a ameaça mais perigosa aos direitos do homem: detém o monopólio legal do uso da força física contra vítimas legalmente desarmadas.	Ayn Rand
Dream, Dream Dream Dreams transform into thoughts And thoughts result in action.	Sonhe, Sonhe, Sonhe Os sonhos se transformam em pensamentos E os pensamentos resultam em ação.	Abdul Kalam
Be motivated like the falcon, hunt gloriously. Be magnificent as the leopard, fight to win. Spend less time with nightingales and peacocks. One is all talk, the other only color.	Seja motivado como o falcão, cace gloriosamente. Seja magnífico como o leopardo, lute para vencer. Passe menos tempo com rouxinóis e pavões. Um é só conversa, o outro só cor.	Rumi
Never, Never, Never Give Up.	Nunca, nunca, nunca desista.	Winston Churchill
Make Everything As Simple As Possible, But Not Simpler.	Torne tudo o mais simples possível, mas não mais simples.	Albert Einstein
Ah, Mon Cher, For Anyone Who Is Alone, Without God And Without A Master, The Weight Of Days Is Dreadful.	Ah, Mon Cher, para quem está sozinho, sem Deus e sem mestre, o peso dos dias é terrível.	Albert Camus
Work Consists Of Whatever A Body Is Obliged To Do. Play Consists Of Whatever A Body Is Not Obliged To Do.	O trabalho consiste em tudo o que um corpo é obrigado a fazer. O jogo consiste em tudo o que um corpo não é obrigado a fazer.	Mark Twain
Trust is that there should be no difference between what you do and say and what you think.	Confiança é que não deve haver diferença entre o que você faz e diz e o que você pensa.	Umar ibn Al-Khattāb (R.A)
Try something different. Surrender.	Experimente algo diferente. Render.	Rumi
Marriage Is Like Putting Your Hand Into A Bag Of Snakes In The Hope Of Pulling Out An Eel.	Casamento é como colocar a mão em um saco de cobras na esperança de arrancar uma enguia.	Leonardo Da Vinci
What keeps me going is goals.	O que me faz continuar são os objetivos.	Muhammad Ali
Music Was My Refuge. I Could Crawl Into The Space Between The Notes And Curl My Back To Loneliness.	A música era meu refúgio. Eu poderia rastejar para o espaço entre as notas e curvar minhas costas para a solidão.	Maya Angelou
I have been given the authority over you, and I am not the best of you. If I do well, help me; and if I do wrong, set me right. Sincere regard for truth.	Recebi autoridade sobre você e não sou o melhor de vocês. Se eu fizer bem, ajude-me; e se eu fizer algo errado, me corrija. Sincero respeito pela verdade.	Abu Bakr (R.A)
Follow the way of life, which the Holy Prophet has shown you, for verily that is the right path.	Siga o caminho de vida que o Sagrado Profeta lhe mostrou, pois na verdade esse é o caminho certo.	Abu Bakr (R.A)
There is hope after despair and many suns after darkness.	Há esperança após o desespero e muitos sóis após a escuridão.	Rumi
It'S Just A Job. Grass Grows, Birds Fly, Waves Pound The Sand. I Beat People Up.	É apenas um trabalho. A grama cresce, os pássaros voam, as ondas batem na areia. Eu bati nas pessoas.	Muhammad Ali
He who is greedy is disgraced; he who discloses his hardship will always be humiliated; he who has no control over his tongue will often have to face discomfort.	Quem é ganancioso será desonrado; quem revela as suas dificuldades será sempre humilhado; quem não tem controle sobre a língua muitas vezes terá que enfrentar desconforto.	Ali ibn Abi Talib (R.A)
My toughest opponent has always been me.	Meu oponente mais difícil sempre fui eu.	Muhammad Ali
Wars Of Nations Are Fought To Change Maps. But Wars Of Poverty Are Fought To Map Change.	As guerras das nações são travadas para mudar os mapas. Mas as guerras contra a pobreza são travadas para mapear a mudança.	Muhammad Ali
Dream is not that which you see while sleeping it is something that does not let you sleep.	Sonho não é aquilo que você vê enquanto dorme, é algo que não te deixa dormir.	Abdul Kalam
The Lack Of Money Is The Root Of All Evil.	A falta de dinheiro é a raiz de todos os males.	Mark Twain
Sit with those who constantly repent, for they have the softest hearts.	Sente-se com aqueles que se arrependem constantemente, pois eles têm os corações mais brandos.	Umar ibn Al-Khattāb (R.A)
A Successful Man Is One Who Can Lay A Firm Foundation With The Bricks Others Have Thrown At Him.	Um homem de sucesso é aquele que consegue estabelecer uma base sólida com os tijolos que outros jogaram contra ele.	David Brinkley
A girl is a good deed and a boy is a bounty. Good deeds are rewarded while people are held accountable for bounties.	Uma menina é uma boa ação e um menino é uma recompensa. Boas ações são recompensadas enquanto as pessoas são responsabilizadas pelas recompensas.	Ali ibn Abi Talib (R.A)
Success Depends Upon Previous Preparation, And Without Such Preparation There Is Sure To Be Failure.	O sucesso depende da preparação prévia e, sem essa preparação, certamente haverá fracasso.	Confucius
